screening_score,recommendation_rank,skill_overlap,gap_ratio,nice_skill_overlap,has_cv,cover_letter_words,has_phone,seniority_tier,required_skill_count,nice_skill_count,location_signal,was_shortlisted,reached_interview,days_to_offer,days_to_respond,interview_rounds,interview_format_video,interview_format_phone,interview_format_inperson,label_hired,label_accepted
64,3,0.25,0.75,0.5,1,178,1,4,7,4.0,1,1,1,61,6,3,0,1,0,1,1
70,3,0.75,0.25,0.75,1,292,1,1,5,4.0,1,1,0,22,1,2,1,0,0,1,0
68,3,0.5,0.5,0.5,1,234,1,2,5,2.0,1,1,1,18,3,2,1,0,0,1,1
84,4,0.5,0.5,0.5,1,199,1,2,7,3.0,0,1,1,67,9,1,1,0,0,1,1
63,3,1.0,0.0,1.0,1,197,1,2,3,3.0,1,1,1,52,14,1,0,0,1,1,1
62,3,0.75,0.25,0.5,1,168,1,4,6,2.0,0,1,1,125,11,1,0,0,1,1,1
65,3,0.75,0.25,0.75,1,242,1,1,8,2.0,1,1,0,92,9,1,1,0,0,1,1
63,3,0.75,0.25,0.75,1,234,1,4,5,2.0,1,1,1,120,5,1,0,0,1,1,1
69,3,0.75,0.25,1.0,1,322,1,3,3,1.0,0,1,1,70,7,1,0,0,1,1,0
84,4,0.75,0.25,1.0,1,248,1,1,4,1.0,1,1,0,49,1,1,1,0,0,1,1
75,3,0.75,0.25,0.5,1,280,1,2,3,2.0,1,1,1,40,6,4,0,0,1,1,1
67,3,0.5,0.5,0.25,1,170,1,1,6,4.0,1,1,0,40,9,1,0,1,0,1,1
69,3,0.75,0.25,0.25,1,288,1,3,5,1.0,1,1,1,47,13,2,1,0,0,1,1
63,3,1.0,0.0,0.5,1,251,1,3,3,1.0,0,1,1,48,13,5,1,0,0,1,1
78,4,1.0,0.0,0.75,1,205,1,2,7,2.0,1,1,1,66,12,1,0,1,0,1,1
88,4,0.75,0.25,0.25,1,233,1,2,4,3.0,1,1,1,61,1,1,1,0,0,1,1
60,3,0.75,0.25,0.25,1,133,1,4,5,1.0,1,1,1,75,12,3,0,0,1,1,1
70,3,0.75,0.25,1.0,1,288,1,4,8,1.0,1,1,1,52,4,3,1,0,0,1,1
73,4,0.75,0.25,0.75,1,111,1,2,3,1.0,1,1,1,120,9,1,0,1,0,1,1
65,3,0.75,0.25,0.25,1,170,1,2,4,2.0,1,1,1,62,14,1,0,1,0,1,1
64,3,0.75,0.25,1.0,1,172,1,2,4,1.0,0,1,1,61,13,3,1,0,0,1,1
59,3,0.75,0.25,0.75,1,196,1,2,6,4.0,0,1,1,46,10,1,0,0,1,1,1
64,3,0.75,0.25,0.5,1,249,1,1,4,4.0,1,1,0,102,5,1,0,0,1,1,1
85,4,0.75,0.25,1.0,1,266,1,1,8,2.0,0,1,0,20,8,3,1,0,0,1,0
68,3,0.75,0.25,0.5,1,334,1,2,3,1.0,0,1,1,30,10,5,1,0,0,1,1
67,3,0.75,0.25,1.0,1,285,1,1,8,1.0,0,1,0,38,8,2,0,1,0,1,0
81,4,0.75,0.25,1.0,1,181,1,1,6,2.0,1,1,0,38,6,1,1,0,0,1,1
67,3,0.75,0.25,1.0,1,282,1,4,3,2.0,1,1,1,33,6,5,0,0,1,1,1
66,3,0.75,0.25,1.0,1,228,1,2,3,3.0,1,1,1,68,9,4,0,0,1,1,1
70,3,0.75,0.25,0.75,1,231,1,1,3,2.0,1,1,0,25,1,1,1,0,0,1,1
61,3,0.5,0.5,0.5,1,264,1,2,4,2.0,1,1,1,64,14,1,1,0,0,1,0
65,3,0.75,0.25,0.75,1,224,1,1,4,2.0,1,1,0,38,2,1,1,0,0,1,1
66,3,0.75,0.25,1.0,1,238,1,4,6,3.0,0,1,1,123,14,5,1,0,0,1,1
66,3,0.75,0.25,0.75,1,222,1,1,4,3.0,1,1,0,25,1,1,1,0,0,1,0
64,3,0.75,0.25,0.75,1,253,1,3,7,1.0,0,1,1,79,8,1,1,0,0,1,1
63,3,1.0,0.0,1.0,1,306,1,1,4,2.0,0,1,0,30,6,4,1,0,0,1,1
66,3,0.25,0.75,1.0,1,242,1,2,4,3.0,1,1,1,34,9,5,0,0,1,1,1
73,3,0.75,0.25,0.5,1,293,1,4,4,3.0,1,1,1,126,7,1,1,0,0,1,1
61,3,0.5,0.5,0.25,1,221,1,1,4,3.0,1,1,0,16,13,1,0,1,0,1,1
65,3,1.0,0.0,0.75,1,181,1,2,8,3.0,0,1,1,61,1,1,1,0,0,1,1
64,3,1.0,0.0,0.5,1,286,1,2,4,3.0,1,1,1,61,14,4,1,0,0,1,1
65,3,1.0,0.0,0.25,1,277,1,3,4,2.0,1,1,1,112,10,1,1,0,0,1,1
65,3,0.75,0.25,0.75,1,304,1,2,8,3.0,0,1,1,67,11,5,1,0,0,1,1
64,3,0.5,0.5,0.75,1,200,1,2,6,2.0,1,1,1,81,2,1,0,0,1,1,1
66,3,0.5,0.5,0.75,1,163,1,3,4,2.0,0,1,1,63,1,3,1,0,0,1,1
70,3,0.25,0.75,1.0,1,243,1,2,8,1.0,1,1,1,49,6,2,1,0,0,1,1
73,3,0.75,0.25,0.75,1,322,1,1,4,2.0,1,1,0,46,5,1,0,0,1,1,1
69,3,0.5,0.5,1.0,1,232,1,2,3,1.0,1,1,1,36,11,3,1,0,0,1,1
67,3,0.75,0.25,0.25,1,241,1,3,5,1.0,1,1,1,120,13,1,1,0,0,1,1
73,3,0.75,0.25,0.5,1,263,1,1,7,2.0,1,1,0,23,6,1,0,1,0,1,1
70,3,0.75,0.25,0.5,1,285,1,3,4,3.0,1,1,1,75,11,5,1,0,0,1,1
62,3,0.75,0.25,1.0,1,130,1,4,7,4.0,1,1,1,118,1,1,0,0,1,1,1
67,3,0.75,0.25,0.25,1,318,1,1,3,1.0,1,1,0,62,11,1,0,0,1,1,1
62,3,0.5,0.5,1.0,1,177,1,4,7,4.0,1,1,1,52,2,5,1,0,0,1,1
66,3,0.5,0.5,0.25,1,256,1,2,3,2.0,1,1,1,68,10,2,1,0,0,1,0
68,3,0.75,0.25,0.5,1,245,1,1,5,3.0,1,1,0,36,6,1,1,0,0,1,1
59,3,0.5,0.5,1.0,1,175,1,2,6,3.0,1,1,1,83,6,1,0,0,1,1,1
68,3,0.75,0.25,0.25,1,215,1,2,4,4.0,1,1,1,46,4,1,1,0,0,1,1
65,3,0.75,0.25,1.0,1,240,1,2,6,1.0,1,1,1,50,6,4,0,0,1,1,1
72,3,1.0,0.0,0.75,1,324,1,2,7,4.0,1,1,1,57,13,5,0,1,0,1,1
71,3,0.25,0.75,1.0,1,255,1,1,6,1.0,1,1,0,43,12,5,0,1,0,1,0
68,3,0.75,0.25,1.0,1,152,1,2,5,4.0,0,1,1,68,5,1,0,1,0,1,1
83,4,0.5,0.5,0.25,1,155,1,3,7,3.0,1,1,1,72,5,1,0,1,0,1,1
58,3,0.5,0.5,0.25,1,155,1,4,7,2.0,1,1,1,106,8,1,0,0,1,1,1
62,3,0.75,0.25,0.25,1,178,1,2,4,2.0,1,1,1,25,10,4,1,0,0,1,0
62,3,0.5,0.5,0.75,1,212,1,2,7,1.0,1,1,1,53,3,3,1,0,0,1,1
70,3,0.75,0.25,0.5,1,353,1,4,8,4.0,1,1,1,31,11,4,1,0,0,1,1
73,3,0.5,0.5,0.5,1,279,1,2,7,3.0,1,1,1,70,14,1,1,0,0,1,1
61,3,0.75,0.25,1.0,1,127,1,2,7,4.0,1,1,1,43,12,1,1,0,0,1,1
66,3,0.75,0.25,1.0,1,295,1,2,7,3.0,0,1,1,39,8,3,0,1,0,1,1
62,3,0.75,0.25,0.25,1,234,1,3,7,4.0,1,1,1,23,5,5,1,0,0,1,1
68,3,0.75,0.25,0.25,1,301,1,2,4,4.0,1,1,1,60,5,5,0,1,0,1,1
77,4,0.25,0.75,0.75,1,111,1,2,7,2.0,1,1,1,34,11,2,0,0,1,1,1
66,3,0.25,0.75,1.0,1,267,1,1,4,3.0,1,1,0,60,7,1,1,0,0,1,0
72,3,0.5,0.5,0.75,1,340,1,1,5,2.0,1,1,0,24,2,1,0,0,1,1,1
69,3,0.5,0.5,0.75,1,221,1,2,8,4.0,1,1,1,66,10,1,0,0,1,1,1
70,3,0.75,0.25,0.25,1,314,1,2,4,3.0,1,1,1,58,2,1,0,1,0,1,1
55,3,0.75,0.25,0.75,1,151,1,2,8,2.0,1,1,1,59,14,5,0,1,0,1,1
63,3,0.5,0.5,0.5,1,130,1,3,5,3.0,0,1,1,79,6,1,0,0,1,1,1
68,3,0.75,0.25,0.75,1,304,1,3,4,2.0,1,1,1,72,5,1,1,0,0,1,1
60,3,0.5,0.5,0.25,1,100,1,2,3,3.0,1,1,1,62,1,1,1,0,0,1,1
73,3,0.75,0.25,1.0,1,303,1,3,6,2.0,1,1,1,96,3,1,0,1,0,1,1
53,3,0.75,0.25,0.75,1,113,1,1,5,2.0,0,1,0,45,14,1,1,0,0,1,1
63,3,0.5,0.5,1.0,1,230,1,2,6,4.0,1,1,1,38,8,5,1,0,0,1,1
61,3,0.75,0.25,0.25,1,134,1,2,3,1.0,1,1,1,25,13,3,0,0,1,1,1
67,3,0.75,0.25,0.5,1,367,1,4,4,4.0,0,1,1,23,14,2,1,0,0,1,1
70,3,0.75,0.25,0.25,1,236,1,2,3,1.0,1,1,1,35,1,1,0,0,1,1,1
60,3,0.75,0.25,0.75,1,88,1,1,4,1.0,1,1,0,34,6,1,1,0,0,1,1
68,3,0.75,0.25,0.75,1,252,1,1,8,1.0,1,1,0,61,12,1,0,1,0,1,1
76,4,0.75,0.25,0.5,1,138,1,3,3,1.0,0,1,1,18,7,3,1,0,0,1,1
68,3,1.0,0.0,0.25,1,270,1,2,7,1.0,1,1,1,58,8,4,1,0,0,1,1
65,3,0.75,0.25,0.5,1,167,1,2,3,4.0,0,1,1,27,8,5,1,0,0,1,1
66,3,0.75,0.25,0.5,1,250,1,2,6,4.0,1,1,1,63,10,1,1,0,0,1,1
88,4,0.5,0.5,0.5,1,293,1,2,8,3.0,1,1,1,27,14,3,1,0,0,1,1
60,3,0.5,0.5,0.75,1,123,1,1,5,1.0,1,1,0,35,13,1,1,0,0,1,0
69,3,0.75,0.25,0.5,1,347,1,2,4,4.0,1,1,1,23,9,4,1,0,0,1,1
68,3,0.5,0.5,0.25,1,277,1,3,6,3.0,1,1,1,86,9,4,1,0,0,1,1
68,3,0.75,0.25,0.75,1,311,1,2,4,3.0,1,1,1,38,6,2,1,0,0,1,1
69,3,1.0,0.0,0.75,1,321,1,1,8,4.0,1,1,0,65,2,3,1,0,0,1,1
84,4,0.75,0.25,0.75,1,163,1,1,8,2.0,1,1,0,40,10,1,1,0,0,1,1
62,3,0.75,0.25,0.5,1,246,1,1,6,2.0,1,1,0,30,1,1,1,0,0,1,0
84,4,0.75,0.25,0.5,1,249,1,1,6,4.0,1,1,0,60,10,5,1,0,0,1,1
73,3,0.75,0.25,0.75,1,301,1,2,6,3.0,1,1,1,28,7,2,1,0,0,1,1
63,3,0.75,0.25,0.75,1,243,1,2,7,3.0,1,1,1,62,12,1,0,1,0,1,0
63,3,0.5,0.5,1.0,1,216,1,3,5,3.0,1,1,1,44,14,5,1,0,0,1,1
63,3,0.5,0.5,0.25,1,182,1,2,8,4.0,0,1,1,45,8,2,1,0,0,1,0
71,3,0.5,0.5,1.0,1,266,1,1,5,2.0,1,1,0,28,9,1,1,0,0,1,1
65,3,1.0,0.0,1.0,1,251,1,1,3,1.0,0,1,0,22,7,1,0,0,1,1,0
69,3,0.75,0.25,1.0,1,240,1,1,7,2.0,0,1,0,38,6,5,0,0,1,1,1
71,3,0.5,0.5,0.75,1,293,1,2,6,3.0,1,1,1,24,2,5,0,1,0,1,1
65,3,0.75,0.25,0.5,1,158,1,1,8,4.0,1,1,0,46,1,1,1,0,0,1,1
70,3,0.75,0.25,1.0,1,280,1,2,5,2.0,1,1,1,60,11,1,1,0,0,1,1
91,4,0.5,0.5,0.75,1,189,1,3,5,3.0,1,1,1,49,13,5,0,0,1,1,1
62,3,0.75,0.25,0.75,1,180,1,2,6,4.0,0,1,1,54,1,4,1,0,0,1,1
59,3,0.75,0.25,0.5,1,223,1,1,5,4.0,1,1,0,27,5,4,1,0,0,1,1
70,3,1.0,0.0,0.5,1,254,1,2,7,4.0,0,1,1,51,9,5,1,0,0,1,0
64,3,0.75,0.25,0.75,1,250,1,4,5,4.0,1,1,1,49,10,2,1,0,0,1,1
69,3,0.75,0.25,1.0,1,290,1,2,7,3.0,1,1,1,37,11,1,1,0,0,1,1
63,3,0.75,0.25,0.25,1,123,1,1,5,2.0,1,1,0,23,10,1,1,0,0,1,1
73,4,0.75,0.25,0.75,1,116,1,1,4,2.0,1,1,0,51,2,1,1,0,0,1,0
61,3,0.75,0.25,1.0,1,250,1,1,8,3.0,0,1,0,34,4,1,1,0,0,1,1
57,3,0.5,0.5,0.5,1,167,1,3,6,1.0,1,1,1,75,7,1,0,0,1,1,1
82,4,0.75,0.25,0.75,1,230,1,1,7,3.0,1,1,0,26,1,5,0,0,1,1,0
67,3,0.75,0.25,0.75,1,237,1,1,6,3.0,0,1,0,113,5,1,1,0,0,1,1
64,3,0.75,0.25,0.75,1,196,1,2,5,3.0,1,1,1,45,6,5,1,0,0,1,1
69,3,0.75,0.25,0.5,1,306,1,1,8,2.0,1,1,0,42,14,3,0,1,0,1,1
64,3,0.75,0.25,1.0,1,279,1,2,5,3.0,1,1,1,24,5,2,0,0,1,1,1
58,3,0.5,0.5,0.75,1,230,1,4,8,1.0,0,1,1,120,14,1,0,0,1,1,1
84,4,0.5,0.5,0.5,1,204,1,2,5,3.0,1,1,1,25,10,5,1,0,0,1,1
61,3,0.75,0.25,0.75,1,201,1,4,3,4.0,1,1,1,31,10,4,0,0,1,1,1
70,3,0.75,0.25,0.25,1,315,1,2,3,4.0,1,1,1,33,12,5,0,1,0,1,1
64,3,0.75,0.25,0.5,1,184,1,2,8,4.0,1,1,1,85,12,1,1,0,0,1,1
84,4,0.75,0.25,0.25,1,242,1,1,6,2.0,0,1,0,34,4,5,1,0,0,1,1
71,3,0.75,0.25,1.0,1,297,1,2,5,1.0,1,1,1,44,6,4,0,1,0,1,1
63,3,0.5,0.5,0.5,1,170,1,2,7,3.0,1,1,1,47,8,1,1,0,0,1,1
73,3,0.75,0.25,0.25,1,354,1,2,6,1.0,0,1,1,80,14,3,1,0,0,1,1
60,3,0.5,0.5,0.75,1,164,1,1,6,2.0,1,1,0,32,1,1,0,0,1,1,1
59,3,0.75,0.25,0.75,1,133,1,4,7,3.0,1,1,1,118,7,1,1,0,0,1,1
66,3,1.0,0.0,1.0,1,252,1,4,4,3.0,1,1,1,59,3,5,0,0,1,1,1
68,3,0.75,0.25,0.5,1,231,1,2,3,3.0,0,1,1,53,3,1,0,0,1,1,1
64,3,1.0,0.0,0.75,1,242,1,3,7,4.0,1,1,1,74,11,1,1,0,0,1,1
64,3,0.75,0.25,1.0,1,164,1,2,3,1.0,0,1,1,63,3,1,0,0,1,1,1
64,3,0.75,0.25,0.75,1,213,1,1,7,4.0,1,1,0,29,12,5,1,0,0,1,0
65,3,0.5,0.5,0.75,1,231,1,3,3,3.0,1,1,1,46,14,2,1,0,0,1,1
83,4,0.75,0.25,1.0,1,207,1,1,4,2.0,1,1,0,31,11,3,0,1,0,1,1
56,3,0.75,0.25,1.0,1,201,1,4,7,2.0,1,1,1,48,3,2,1,0,0,1,1
58,3,0.75,0.25,0.5,1,156,1,2,6,3.0,0,1,1,40,2,2,0,0,1,1,1
80,4,0.25,0.75,0.75,1,211,1,2,7,3.0,1,1,1,45,7,2,1,0,0,1,1
58,3,0.75,0.25,1.0,1,261,1,4,6,2.0,1,1,1,122,8,5,1,0,0,1,1
63,3,0.75,0.25,0.75,1,233,1,2,3,1.0,0,1,1,74,11,2,1,0,0,1,1
70,3,0.5,0.5,1.0,1,282,1,2,8,1.0,0,1,1,46,6,1,1,0,0,1,1
58,3,0.75,0.25,0.5,1,90,1,1,4,2.0,1,1,0,43,3,1,0,0,1,1,0
63,3,0.25,0.75,1.0,1,144,1,1,3,2.0,1,1,0,16,14,1,1,0,0,1,0
84,4,0.75,0.25,0.75,1,164,1,1,8,3.0,1,1,0,22,13,1,0,0,1,1,1
72,3,0.75,0.25,1.0,1,303,1,4,4,4.0,1,1,1,117,10,1,1,0,0,1,1
84,4,0.75,0.25,0.5,1,217,1,1,6,1.0,0,1,0,30,10,1,0,0,1,1,1
69,3,0.75,0.25,0.75,1,248,1,1,5,2.0,1,1,0,46,14,4,1,0,0,1,1
69,3,0.5,0.5,0.75,1,295,1,3,7,1.0,1,1,1,70,7,1,1,0,0,1,1
69,3,0.5,0.5,0.5,1,328,1,1,3,4.0,0,1,0,19,3,5,0,1,0,1,0
60,3,0.5,0.5,0.75,1,143,1,1,3,3.0,1,1,0,26,9,1,1,0,0,1,0
64,3,0.75,0.25,0.75,1,268,1,3,5,1.0,0,1,1,60,7,1,0,0,1,1,1
63,3,0.5,0.5,0.75,1,216,1,4,5,2.0,0,1,1,27,12,3,1,0,0,1,1
67,3,0.5,0.5,0.5,1,271,1,4,7,3.0,0,1,1,114,11,1,0,1,0,1,1
68,3,0.75,0.25,0.75,1,217,1,1,6,4.0,1,1,0,75,7,1,0,0,1,1,1
70,3,0.5,0.5,1.0,1,227,1,3,3,3.0,0,1,1,109,6,4,0,1,0,1,1
58,3,0.75,0.25,0.75,1,173,1,2,8,2.0,1,1,1,47,6,5,1,0,0,1,1
66,3,0.75,0.25,0.75,1,224,1,4,5,3.0,1,1,1,36,9,5,0,0,1,1,1
62,3,0.25,0.75,0.75,1,192,1,1,8,3.0,0,1,0,44,9,1,1,0,0,1,1
70,3,0.75,0.25,0.75,1,316,1,2,8,3.0,1,1,1,17,8,5,0,0,1,1,1
68,3,0.5,0.5,0.75,1,289,1,1,3,1.0,1,1,0,48,8,3,1,0,0,1,1
60,3,0.5,0.5,0.75,1,218,1,3,6,3.0,1,1,1,32,14,2,0,0,1,1,1
81,4,0.75,0.25,1.0,1,129,1,3,5,1.0,1,1,1,85,4,1,1,0,0,1,1
57,3,0.75,0.25,1.0,1,103,1,3,5,4.0,0,1,1,52,3,5,1,0,0,1,0
58,3,0.25,0.75,0.25,1,80,1,1,4,4.0,1,1,0,43,12,5,1,0,0,1,0
56,3,0.75,0.25,0.25,1,122,1,1,6,3.0,1,1,0,34,14,1,0,0,1,1,1
63,3,0.75,0.25,0.75,1,233,1,3,5,3.0,0,1,1,55,9,4,1,0,0,1,1
67,3,0.75,0.25,0.25,1,247,1,3,4,1.0,0,1,1,24,6,3,0,0,1,1,0
65,3,0.75,0.25,0.75,1,228,1,3,4,4.0,0,1,1,36,5,5,1,0,0,1,0
63,3,0.75,0.25,1.0,1,188,1,1,3,2.0,1,1,0,32,7,4,1,0,0,1,1
69,3,0.75,0.25,1.0,1,308,1,3,8,2.0,1,1,1,79,1,1,0,0,1,1,1
63,3,0.5,0.5,0.75,1,56,1,1,7,3.0,1,1,0,27,8,5,1,0,0,1,0
70,3,0.75,0.25,0.25,1,378,1,2,5,4.0,1,1,1,65,4,2,1,0,0,1,1
86,4,0.75,0.25,1.0,1,314,1,4,5,2.0,0,1,1,72,4,3,0,0,1,1,1
65,3,0.75,0.25,1.0,1,171,1,2,3,3.0,1,1,1,90,8,5,0,1,0,1,1
64,3,0.75,0.25,0.75,1,255,1,2,4,3.0,1,1,1,72,14,5,0,1,0,1,1
69,3,0.75,0.25,0.75,1,235,1,4,8,2.0,1,1,1,112,3,5,1,0,0,1,1
60,3,0.75,0.25,0.25,1,98,1,1,3,3.0,1,1,0,57,13,1,1,0,0,1,1
59,3,0.75,0.25,0.75,1,104,1,2,3,4.0,1,1,1,45,8,4,1,0,0,1,1
85,4,0.75,0.25,1.0,1,255,1,3,8,2.0,0,1,1,61,14,1,0,1,0,1,1
71,3,0.75,0.25,0.5,1,211,1,2,6,4.0,1,1,1,56,6,1,1,0,0,1,1
74,3,0.75,0.25,0.5,1,317,1,1,3,4.0,0,1,0,50,14,1,1,0,0,1,0
65,3,0.75,0.25,0.5,1,239,1,2,5,4.0,0,1,1,38,10,4,0,1,0,1,1
72,3,1.0,0.0,0.75,1,362,1,4,7,3.0,1,1,1,53,10,4,1,0,0,1,1
87,4,0.5,0.5,0.75,1,211,1,3,5,4.0,1,1,1,40,8,5,1,0,0,1,1
63,3,0.75,0.25,1.0,1,225,1,1,5,3.0,1,1,0,19,7,1,0,1,0,1,0
66,3,0.25,0.75,0.75,1,213,1,3,6,4.0,0,1,1,16,8,3,1,0,0,1,1
68,3,0.5,0.5,0.25,1,291,1,2,6,3.0,1,1,1,58,12,2,0,0,1,1,1
63,3,0.75,0.25,0.25,1,154,1,2,8,4.0,0,1,1,22,12,5,1,0,0,1,1
63,3,0.75,0.25,1.0,1,234,1,2,4,4.0,1,1,1,49,1,1,1,0,0,1,1
63,3,1.0,0.0,1.0,1,307,1,2,4,4.0,0,1,1,66,10,1,1,0,0,1,1
59,3,0.25,0.75,0.5,1,219,1,1,3,3.0,0,1,0,30,12,1,1,0,0,1,0
62,3,0.75,0.25,1.0,1,220,1,3,6,3.0,1,1,1,42,11,4,0,0,1,1,1
58,3,0.75,0.25,1.0,1,144,1,3,6,4.0,0,1,1,24,7,5,0,0,1,1,1
70,3,0.75,0.25,0.5,1,360,1,4,5,2.0,1,1,1,114,5,5,0,0,1,1,1
74,3,0.75,0.25,1.0,1,283,1,3,7,1.0,1,1,1,73,10,1,1,0,0,1,1
66,3,0.75,0.25,0.5,1,170,1,2,5,4.0,1,1,1,72,10,3,1,0,0,1,1
65,3,1.0,0.0,1.0,1,308,1,2,4,3.0,0,1,1,40,6,5,0,1,0,1,0
66,3,0.75,0.25,0.75,1,221,1,1,6,2.0,0,1,0,19,6,1,1,0,0,1,1
64,3,0.75,0.25,0.75,1,241,1,2,5,3.0,1,1,1,15,6,3,1,0,0,1,1
67,3,0.75,0.25,0.5,1,282,1,2,5,1.0,1,1,1,51,1,5,1,0,0,1,1
69,3,0.5,0.5,0.75,1,247,1,4,5,2.0,0,1,1,118,1,1,0,1,0,1,1
67,3,1.0,0.0,0.5,1,254,1,1,8,2.0,0,1,0,44,2,1,0,0,1,1,1
80,4,0.75,0.25,1.0,1,153,1,2,4,2.0,0,1,1,45,6,1,0,1,0,1,1
84,4,0.5,0.5,1.0,1,149,1,1,4,4.0,0,1,0,26,8,1,0,1,0,1,1
62,3,0.75,0.25,0.75,1,226,1,4,6,3.0,1,1,1,125,6,1,0,0,1,1,1
59,3,0.75,0.25,0.75,1,107,1,1,3,1.0,0,1,0,56,14,1,0,0,1,1,1
73,3,0.75,0.25,1.0,1,270,1,1,3,2.0,1,1,0,56,4,1,1,0,0,1,0
69,3,0.5,0.5,0.75,1,281,1,1,6,1.0,0,1,0,25,6,1,1,0,0,1,0
67,3,0.5,0.5,1.0,1,164,1,1,6,4.0,1,1,0,49,4,1,1,0,0,1,1
69,3,0.75,0.25,0.75,1,273,1,2,6,2.0,0,1,1,40,5,2,0,1,0,1,0
64,3,0.5,0.5,1.0,1,150,1,2,3,2.0,0,1,1,30,9,4,1,0,0,1,1
87,4,1.0,0.0,1.0,1,323,1,2,8,2.0,1,1,1,69,5,4,1,0,0,1,1
68,3,0.5,0.5,0.75,1,265,1,1,5,1.0,1,1,0,47,5,1,1,0,0,1,1
63,3,0.75,0.25,0.75,1,254,1,2,3,4.0,1,1,1,37,10,4,1,0,0,1,1
67,3,0.5,0.5,1.0,1,202,1,1,4,3.0,1,1,0,28,12,1,1,0,0,1,1
66,3,0.75,0.25,0.5,1,296,1,2,4,2.0,1,1,1,79,3,1,0,0,1,1,1
70,3,0.5,0.5,0.75,1,271,1,4,5,2.0,1,1,1,29,2,4,0,1,0,1,1
63,3,0.75,0.25,1.0,1,122,1,1,5,3.0,1,1,0,12,4,3,0,1,0,1,1
72,3,0.75,0.25,0.5,1,350,1,2,5,1.0,1,1,1,67,9,3,1,0,0,1,1
67,3,0.5,0.5,0.25,1,276,1,4,5,4.0,1,1,1,33,14,5,0,0,1,1,1
70,3,0.5,0.5,0.5,1,276,1,2,8,3.0,1,1,1,31,3,4,1,0,0,1,1
64,3,0.75,0.25,1.0,1,229,1,1,8,1.0,0,1,0,54,1,1,0,0,1,1,1
62,3,0.75,0.25,0.5,1,127,1,1,5,3.0,1,1,0,43,8,1,1,0,0,1,0
54,3,0.75,0.25,0.75,1,124,1,1,8,4.0,0,1,0,32,14,1,1,0,0,1,1
67,3,0.75,0.25,0.25,1,299,1,4,7,1.0,1,1,1,31,8,4,1,0,0,1,1
72,4,0.75,0.25,1.0,1,114,1,1,7,3.0,1,1,0,29,13,1,1,0,0,1,1
64,3,0.75,0.25,1.0,1,312,1,2,4,3.0,1,1,1,55,9,1,0,0,1,1,1
72,3,0.75,0.25,1.0,1,296,1,2,5,4.0,1,1,1,60,1,1,0,1,0,1,1
87,4,0.75,0.25,0.75,1,235,1,1,5,3.0,1,1,0,25,6,1,1,0,0,1,1
76,4,0.75,0.25,1.0,1,122,1,2,3,3.0,1,1,1,90,11,5,1,0,0,1,1
67,3,0.75,0.25,1.0,1,385,1,1,3,4.0,1,1,0,68,8,1,1,0,0,1,1
59,3,0.75,0.25,1.0,1,280,1,2,6,4.0,0,1,1,31,3,2,1,0,0,1,0
64,3,0.75,0.25,0.75,1,252,1,1,5,2.0,1,1,0,33,3,1,1,0,0,1,1
73,3,0.75,0.25,0.75,1,212,1,3,7,3.0,1,1,1,68,10,1,0,0,1,1,1
64,3,0.75,0.25,0.25,1,183,1,2,7,1.0,1,1,1,55,7,1,0,0,1,1,1
67,3,0.25,0.75,0.5,1,284,1,2,3,4.0,1,1,1,102,9,1,0,0,1,1,1
85,4,0.75,0.25,0.75,1,247,1,2,8,4.0,1,1,1,85,6,3,1,0,0,1,1
64,3,0.75,0.25,0.75,1,303,1,3,5,2.0,0,1,1,57,5,2,1,0,0,1,1
61,3,0.5,0.5,0.75,1,152,1,2,6,3.0,1,1,1,39,10,2,1,0,0,1,1
69,3,0.5,0.5,1.0,1,280,1,1,8,4.0,1,1,0,50,1,1,1,0,0,1,1
59,3,0.75,0.25,1.0,1,116,1,1,6,1.0,1,1,0,29,7,1,1,0,0,1,0
68,3,0.75,0.25,0.25,1,228,1,1,3,3.0,1,1,0,77,6,1,1,0,0,1,0
66,3,0.5,0.5,0.75,1,216,1,1,4,4.0,1,1,0,21,11,1,0,1,0,1,1
67,3,1.0,0.0,0.25,1,263,1,1,5,4.0,1,1,0,36,11,2,0,1,0,1,1
82,4,1.0,0.0,0.75,1,248,1,2,3,1.0,1,1,1,30,6,1,0,0,1,1,1
90,4,0.5,0.5,0.25,1,268,1,2,4,4.0,1,1,1,54,4,1,0,1,0,1,1
73,3,0.25,0.75,1.0,1,240,1,1,7,4.0,1,1,0,74,4,1,1,0,0,1,1
56,3,1.0,0.0,1.0,1,146,1,2,3,1.0,1,1,1,31,3,3,1,0,0,1,1
75,4,1.0,0.0,0.5,1,148,1,2,4,3.0,1,1,1,43,4,1,0,1,0,1,1
66,3,1.0,0.0,0.25,1,203,1,1,6,3.0,1,1,0,18,11,3,0,0,1,1,1
59,3,1.0,0.0,0.75,1,154,1,1,3,4.0,0,1,0,113,1,1,0,1,0,1,1
69,3,0.5,0.5,0.5,1,221,1,3,4,1.0,1,1,1,62,1,1,0,0,1,1,1
61,3,0.75,0.25,0.25,1,186,1,2,8,4.0,1,1,1,40,8,5,0,0,1,1,0
73,3,0.5,0.5,0.25,1,285,1,2,6,3.0,1,1,1,127,4,1,1,0,0,1,1
66,3,0.75,0.25,1.0,1,239,1,2,8,2.0,1,1,1,61,12,1,0,1,0,1,1
63,3,0.75,0.25,0.25,1,172,1,2,5,2.0,1,1,1,47,11,3,1,0,0,1,0
